,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCES,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUN,AVG WORD LENGTH
0,37.0,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
1,38.0,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
2,39.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
3,40.0,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
4,41.0,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
5,42.0,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
6,43.0,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
7,44.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
8,45.0,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
9,46.0,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
10,47.0,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
11,48.0,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
12,49.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
13,50.0,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
14,51.0,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
15,52.0,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
16,53.0,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
17,54.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
18,55.0,https://insights.blackcoffer.com/evolution-of-advertising-industry/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
19,56.0,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
20,57.0,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
21,58.0,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
22,59.0,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
23,60.0,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
24,61.0,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
25,62.0,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
26,63.0,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
27,64.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
28,65.0,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
29,66.0,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
30,67.0,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
31,68.0,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
32,69.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
33,70.0,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
34,71.0,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
35,72.0,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
36,73.0,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
37,74.0,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
38,75.0,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
39,76.0,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
40,77.0,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
41,78.0,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
42,79.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
43,80.0,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
44,81.0,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
45,82.0,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
46,83.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
47,84.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
48,85.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
49,86.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
50,87.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
51,88.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
52,89.0,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
53,90.0,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
54,91.0,https://insights.blackcoffer.com/human-rights-outlook/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
55,92.0,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
56,93.0,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
57,94.0,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
58,95.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
59,96.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
60,97.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
61,98.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
62,99.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
63,100.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
64,101.0,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
65,102.0,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
66,103.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
67,104.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
68,105.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
69,106.0,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
70,107.0,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
71,108.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
72,109.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
73,110.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
74,111.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
75,112.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
76,113.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
77,114.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
78,115.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
79,116.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
80,117.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
81,118.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
82,119.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
83,120.0,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
84,121.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
85,122.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
86,123.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
87,124.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
88,125.0,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
89,126.0,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
90,127.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
91,128.0,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
92,129.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
93,130.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
94,131.0,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
95,132.0,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
96,133.0,https://insights.blackcoffer.com/continued-demand-for-sustainability/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
97,134.0,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
98,135.0,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
99,136.0,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
100,137.0,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
101,138.0,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
102,139.0,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
103,140.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
104,141.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
105,142.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
106,143.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
107,144.0,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
108,145.0,https://insights.blackcoffer.com/blockchain-in-fintech/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
109,146.0,https://insights.blackcoffer.com/blockchain-for-payments/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
110,147.0,https://insights.blackcoffer.com/the-future-of-investing/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
111,148.0,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
112,149.0,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
113,150.0,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,0,0,0.0,0.0,18.29032258064516,0.2345679012345679,7.409956192751891,18.29032258064516,266,1134,1.7583774250440918,8,4.738977072310406
